Date,Ref/Check,Description,Amount,Balance,Memo,Category
8/24/2015,,Rebate Prog. Credit FUEL REBATE,0.91,3964.31,,
8/24/2015,,ACH Deposit GOOGLE WALLET 000530206 REFUND,30,3994.31,,
8/24/2015,,ACH Deposit GOOGLE WALLET 000530461 REFUND,30,4024.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530105 DEBIT,-10,4014.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530087 DEBIT,-15,3999.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530087 DEBIT,-60,3939.31,,
8/24/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-64.55,3874.76,,
8/24/2015,,Daily Ledger Bal,,3874.76,,
8/25/2015,,ACH Deposit GOOGLE WALLET 000530580 REFUND,100,3974.76,,
8/25/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3501,7475.76,,
8/25/2015,,Alliance Payoff MMA to LOC Sweep,-6489.07,986.69,,
8/25/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-7.6,979.09,,
8/25/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-669.34,309.75,,
8/25/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-2510.43,-2200.68,,
8/25/2015,,Alliance Payoff LOC to MMA Sweep,6489.07,4288.39,,
8/25/2015,,Daily Ledger Bal,,4288.39,,
8/27/2015,,ACH Deposit ADP PAYROLL FEES ADP - FEES,300,4588.39,,
8/27/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1001,5589.39,,
8/27/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-3500,2089.39,,
8/27/2015,,Daily Ledger Bal,,2089.39,,
8/28/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3000,5089.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-10,5079.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-14,5065.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-29,5036.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-64,4972.39,,
8/28/2015,,Daily Ledger Bal,,4972.39,,
8/31/2015,,ACH Deposit GOOGLE WALLET 000531078 REFUND,5,4977.39,,
8/31/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2160,7137.39,,
8/31/2015,,Alliance Payoff MMA to LOC Sweep,-6836.55,300.84,,
8/31/2015,,Accr Earning Pymt Added to Account,0.68,301.52,,
8/31/2015,,Wire Out Garrett Barber,-2155,-1853.48,,
8/31/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-64.55,-1918.03,,
8/31/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-1000,-2918.03,,
8/31/2015,,Alliance Payoff LOC to MMA Sweep,6836.55,3918.52,,
8/31/2015,,Fee Charge Over Limit Fee Auto,-139.5,3779.02,,
8/31/2015,,Fee Payment Over Limit Fee,139.5,3918.52,,
8/31/2015,,Daily Over Limit Over Limit Fee,-139.5,3779.02,,
8/31/2015,,Daily Ledger Bal,,3779.02,,
