Date,Ref/Check,Description,Amount,Balance,Memo,Category
7/20/2015,,ACH Withdrawal ADP TX/FINCL SVC ADP - TAX,-7.49,7468.86,,
7/20/2015,,ACH Withdrawal ADP TX/FINCL SVC ADP - TAX,-957.99,6510.87,,
7/20/2015,,ACH Withdrawal ADP TX/FINCL SVC ADP - TAX,-3121.34,3389.53,,
7/20/2015,,Daily Ledger Bal,,3389.53,,
