Date,Ref/Check,Description,Amount,Balance,Memo,Category
7/20/2015,,ACH Withdrawal ADP TX/FINCL SVC ADP - TAX,-6.85,5865.91,,
7/20/2015,,ACH Withdrawal ADP TX/FINCL SVC ADP - TAX,-858.09,5007.82,,
7/20/2015,,ACH Withdrawal ADP TX/FINCL SVC ADP - TAX,-2845.63,2162.19,,
7/20/2015,,Daily Ledger Bal,,2162.19,,
