Date,No.,Description,Debit,Credit
7/18/2015,794,MAIN TIRE AND SERVICE SALT LAKE CIT UT 84104 US,897.97,
7/18/2015,794,MAIN TIRE AND SERVICE SALT LAKE CIT UT 84104 US,2218.91,
7/18/2015,794,NATIONAL LEASE OF UTAH SALT LAKE CIT UT 84104 US,7223.97,
